"index","id","age","gender","driving_experience","education","income","credit_score","vehicle_ownership","vehicle_year","married","children","postal_code","annual_mileage","vehicle_type","speeding_violations","duis","past_accidents","outcome"
"366","732295","2","0","20-29y","university","upper class","0.6862027858","1","before 2015","0","0","10238","14000","sedan","0","0","3","0"
"367","933941","1","1","10-19y","high school","poverty","0.4259830676","0","before 2015","0","1","10238","14000","sedan","0","0","1","0"
"368","520007","0","1","0-9y","high school","poverty","","0","before 2015","0","1","10238","","sedan","0","0","0","1"
"369","871263","3","0","10-19y","university","upper class","0.5838061363","1","after 2015","1","1","10238","11000","sedan","0","0","0","0"
"370","864717","3","1","30y+","high school","upper class","0.5873165928","1","after 2015","0","1","92101","11000","sedan","3","1","7","0"
"371","565346","0","0","0-9y","high school","working class","0.5668438919","1","before 2015","0","0","32765","16000","sedan","0","0","0","1"
"372","718626","1","1","10-19y","university","upper class","0.6237655956","0","after 2015","0","1","10238","12000","sedan","0","0","1","0"
"373","921816","2","0","20-29y","high school","upper class","0.8336684212","1","after 2015","1","1","10238","13000","sedan","2","0","0","0"
"374","431031","1","1","0-9y","none","working class","0.4842558345","0","before 2015","1","0","10238","13000","sedan","0","0","0","1"
"375","200636","1","1","10-19y","high school","middle class","0.661805501","1","before 2015","0","1","10238","14000","sedan","1","0","0","0"
"376","70755","0","0","0-9y","high school","poverty","0.3598177475","0","before 2015","1","0","10238","","sedan","0","0","0","1"
"377","22475","2","0","0-9y","high school","middle class","0.5905674346","1","before 2015","1","0","10238","11000","sedan","0","0","0","0"
"378","254814","1","1","10-19y","high school","working class","0.4378786301","1","after 2015","0","1","32765","11000","sedan","3","0","0","0"
"379","799392","0","0","0-9y","university","working class","0.4010182349","1","after 2015","0","1","32765","11000","sedan","0","0","0","0"
"380","429212","0","0","0-9y","high school","working class","","1","before 2015","0","0","10238","13000","sedan","0","0","0","1"
"381","408048","2","0","0-9y","high school","upper class","0.5360001928","1","before 2015","1","1","10238","12000","sedan","0","0","0","0"
"382","312015","2","0","20-29y","university","upper class","0.8748299911","1","after 2015","0","0","10238","15000","sedan","0","0","1","0"
"383","280243","2","0","20-29y","high school","upper class","0.6068501228","1","after 2015","1","0","10238","12000","sedan","0","0","1","0"
"384","161784","1","0","0-9y","none","poverty","0.2076497222","0","before 2015","1","1","10238","11000","sedan","0","0","0","1"
"385","979772","3","0","30y+","university","upper class","0.6019296537","1","after 2015","1","1","32765","6000","sedan","6","1","1","0"
"386","173922","2","1","0-9y","university","upper class","","1","before 2015","1","1","10238","10000","sedan","0","0","0","0"
"387","297613","2","0","0-9y","university","upper class","0.6600195827","1","after 2015","0","1","10238","12000","sedan","0","0","0","0"
"388","178142","1","1","10-19y","university","upper class","0.5739100549","1","before 2015","1","1","10238","11000","sedan","1","0","4","0"
"389","622497","1","1","0-9y","high school","middle class","0.4611558624","1","after 2015","0","1","10238","12000","sedan","0","0","0","1"
"390","342957","2","0","0-9y","university","upper class","0.5411543588","1","after 2015","1","1","10238","9000","sedan","0","0","0","0"
"391","318054","1","0","10-19y","high school","upper class","0.7486839299","0","after 2015","0","1","32765","","sedan","0","0","0","0"
"392","178359","2","1","20-29y","university","upper class","","0","before 2015","1","1","10238","11000","sedan","2","0","3","0"
"393","821985","3","1","30y+","university","upper class","0.7896637075","1","before 2015","1","1","10238","7000","sedan","8","0","5","0"
"394","810334","3","0","10-19y","university","upper class","0.626153958","1","before 2015","1","1","10238","8000","sedan","0","0","0","0"
"395","818305","1","1","10-19y","university","upper class","0.4826533173","1","after 2015","1","1","92101","11000","sedan","1","0","2","0"
"396","586430","1","1","10-19y","university","upper class","0.6277262155","0","before 2015","1","1","10238","10000","sedan","0","0","4","0"
"397","662672","2","0","10-19y","high school","working class","0.4351936688","0","before 2015","0","0","10238","13000","sedan","2","0","2","1"
"398","770081","1","0","10-19y","university","middle class","0.4676859181","0","after 2015","0","0","10238","17000","sedan","2","0","1","0"
"399","787457","1","0","10-19y","high school","middle class","0.4064304948","1","after 2015","0","1","10238","15000","sedan","2","0","1","0"
"400","527739","1","1","10-19y","university","upper class","0.4287285122","1","before 2015","0","0","10238","14000","sedan","2","0","0","0"
"401","965475","1","1","10-19y","high school","working class","0.4180972968","0","after 2015","0","1","10238","","sports car","0","0","0","0"
"402","692484","1","0","10-19y","university","working class","","0","before 2015","0","1","32765","11000","sedan","3","0","1","0"
"403","571298","3","1","0-9y","university","upper class","0.740341073","1","before 2015","1","1","10238","9000","sedan","0","0","0","1"
"404","701289","2","0","20-29y","university","upper class","0.7297169089","1","before 2015","0","1","10238","15000","sports car","0","0","1","0"
"405","879256","0","0","0-9y","none","working class","0.4040051988","0","before 2015","0","1","10238","9000","sedan","0","0","0","0"
"406","649732","2","1","10-19y","high school","upper class","0.5303493033","1","before 2015","1","1","10238","10000","sedan","1","1","3","0"
"407","855779","2","0","20-29y","high school","upper class","0.5979641214","1","before 2015","0","1","10238","12000","sedan","1","0","2","0"
"408","625532","1","1","10-19y","none","working class","0.3481526201","0","after 2015","1","0","10238","12000","sedan","1","0","1","0"
"409","506830","2","0","20-29y","high school","middle class","0.5953854959","1","before 2015","1","1","10238","","sedan","1","0","0","0"
"410","291891","1","1","10-19y","none","working class","","1","before 2015","0","1","32765","","sedan","4","1","1","1"
"411","3025","3","0","10-19y","university","upper class","0.6013122511","1","before 2015","1","1","32765","8000","sedan","2","0","0","0"
"412","683267","3","0","0-9y","high school","upper class","0.5664369366","0","before 2015","1","1","10238","10000","sedan","0","0","0","1"
"413","839311","3","1","30y+","none","middle class","","1","before 2015","1","1","10238","9000","sedan","4","1","6","0"
"414","969959","1","1","10-19y","high school","working class","0.4328792985","1","before 2015","0","1","10238","14000","sedan","0","2","0","0"
"415","694890","1","0","10-19y","none","middle class","0.4149902227","0","after 2015","0","1","32765","","sedan","3","0","1","1"
"416","912505","1","1","10-19y","university","middle class","0.5765924303","0","before 2015","0","0","92101","16000","sedan","2","0","0","1"
"417","298912","3","0","30y+","university","upper class","0.7265435592","1","before 2015","0","0","10238","16000","sedan","1","1","0","0"
"418","336753","3","1","30y+","high school","working class","0.3479315815","0","before 2015","1","1","10238","12000","sedan","5","1","5","0"
"419","667341","0","1","0-9y","high school","poverty","0.4311778551","1","after 2015","0","0","10238","16000","sedan","0","0","0","0"
"420","790649","2","0","0-9y","none","middle class","0.5549228534","0","before 2015","1","1","10238","12000","sedan","0","0","0","0"
"421","967869","2","0","20-29y","none","upper class","0.5496378489","1","after 2015","1","1","32765","12000","sports car","3","0","0","0"
"422","806032","0","0","0-9y","none","poverty","0.3264636476","0","before 2015","0","0","10238","14000","sedan","0","0","0","1"
"423","648666","1","0","10-19y","university","middle class","0.5289956748","0","before 2015","1","0","10238","9000","sedan","2","0","1","1"
"424","21860","0","0","0-9y","high school","working class","0.5125630719","1","before 2015","0","0","32765","12000","sedan","0","0","0","1"
"425","983493","1","0","10-19y","none","middle class","0.4233770904","0","before 2015","1","1","32765","10000","sedan","0","0","0","0"
"426","916881","1","1","10-19y","high school","working class","0.3943709791","0","before 2015","0","1","10238","13000","sedan","3","0","0","0"
"427","381852","3","1","0-9y","university","upper class","0.4917990064","0","before 2015","0","1","92101","14000","sedan","0","0","0","1"
"428","937208","3","0","20-29y","university","upper class","0.604997393","1","after 2015","1","1","10238","13000","sedan","2","1","0","0"
"429","95412","2","1","20-29y","high school","upper class","0.7080741499","1","after 2015","1","1","10238","10000","sedan","1","0","4","0"
"430","607006","2","0","20-29y","high school","upper class","","1","before 2015","1","1","10238","12000","sedan","1","0","2","0"
"431","157650","1","1","0-9y","none","middle class","0.5608602242","0","before 2015","1","0","10238","15000","sedan","0","0","0","1"
"432","84004","2","0","20-29y","university","upper class","0.7582763049","1","after 2015","1","1","10238","9000","sedan","1","1","1","0"
"433","615309","3","1","0-9y","university","upper class","0.6399732727","1","before 2015","1","1","10238","","sedan","0","0","0","1"
"434","137282","2","0","0-9y","high school","middle class","0.3513704741","1","before 2015","0","0","10238","","sedan","0","0","0","1"
"435","46700","2","1","20-29y","university","upper class","0.6970379977","1","after 2015","1","0","10238","15000","sedan","4","0","4","0"
"436","650982","2","1","10-19y","high school","upper class","0.6441497498","1","before 2015","0","1","10238","12000","sedan","0","0","2","0"
"437","495635","2","0","20-29y","high school","middle class","0.5082183942","0","before 2015","1","1","10238","9000","sedan","4","1","1","0"
"438","411155","1","1","10-19y","university","upper class","0.5008837972","1","after 2015","1","1","10238","","sedan","5","0","2","0"
"439","471169","1","1","10-19y","high school","upper class","0.6961361739","1","after 2015","0","1","10238","13000","sedan","3","0","1","0"
"440","725883","2","0","10-19y","university","upper class","0.4715767934","1","before 2015","1","1","92101","12000","sedan","0","1","0","0"
"441","425246","2","1","10-19y","university","upper class","0.4623747203","0","after 2015","1","1","10238","14000","sedan","2","1","0","0"
"442","887542","2","1","10-19y","university","middle class","0.5096553789","0","after 2015","1","1","10238","9000","sedan","1","0","3","0"
"443","541272","2","1","20-29y","high school","middle class","0.4178900828","0","before 2015","1","1","10238","10000","sedan","4","0","3","0"
"444","826670","2","0","0-9y","university","upper class","0.6901480984","1","before 2015","1","1","32765","7000","sedan","0","0","0","0"
"445","743957","2","0","10-19y","high school","middle class","","1","before 2015","1","0","10238","15000","sedan","0","0","0","0"
"446","574624","1","1","10-19y","high school","working class","0.5619369425","0","after 2015","0","1","32765","12000","sedan","3","0","0","0"
"447","453895","3","0","20-29y","high school","upper class","0.6426937468","1","before 2015","0","1","10238","10000","sedan","1","0","3","0"
"448","111851","3","0","30y+","high school","middle class","0.6045001028","1","before 2015","1","1","10238","13000","sports car","3","1","3","0"
"449","47628","1","0","10-19y","university","working class","0.4347996407","1","before 2015","1","0","10238","11000","sedan","2","0","0","0"
"450","708828","2","0","20-29y","high school","upper class","0.5598309463","1","after 2015","1","1","10238","7000","sedan","1","0","0","0"
"451","819883","2","1","10-19y","none","working class","0.4439520209","1","before 2015","0","1","32765","9000","sedan","3","1","1","0"
"452","232634","0","1","0-9y","none","middle class","0.4163929573","1","before 2015","0","0","32765","11000","sedan","0","0","0","1"
"453","892258","3","1","30y+","university","upper class","0.5294607648","1","before 2015","1","1","32765","10000","sedan","13","0","1","0"
"454","243010","0","1","0-9y","university","poverty","0.4186940795","0","before 2015","0","1","10238","8000","sedan","0","0","0","1"
"455","368602","3","1","30y+","high school","upper class","0.7018912453","1","before 2015","1","1","10238","8000","sedan","3","1","7","0"
"456","623636","1","0","10-19y","university","upper class","0.6847622989","0","after 2015","1","1","10238","14000","sedan","1","0","2","0"
"457","757103","1","0","10-19y","high school","poverty","0.520014759","0","before 2015","0","0","10238","15000","sedan","2","0","1","0"
"458","771076","2","1","20-29y","university","upper class","0.520085635","1","before 2015","1","1","92101","","sedan","1","0","2","1"
"459","375862","3","0","20-29y","university","upper class","0.5756575677","1","before 2015","1","1","32765","12000","sedan","4","0","1","0"
"460","732956","1","0","10-19y","high school","middle class","0.5527408665","0","before 2015","0","0","10238","16000","sedan","0","0","3","1"
"461","774402","1","1","0-9y","none","working class","0.4503293444","1","after 2015","1","1","10238","13000","sedan","0","0","0","0"
"462","679565","3","0","30y+","high school","upper class","0.6061159887","1","before 2015","1","1","92101","","sedan","2","1","2","0"
"463","656626","1","1","0-9y","university","middle class","0.564156721","1","before 2015","0","1","10238","13000","sedan","0","0","0","0"
"464","146700","1","0","10-19y","high school","working class","0.5080083452","0","before 2015","1","0","10238","","sedan","1","0","2","0"
"465","816938","0","1","0-9y","high school","working class","0.370792384","0","before 2015","1","1","10238","13000","sedan","0","0","0","1"
"466","440294","2","1","20-29y","high school","middle class","0.599016319","0","before 2015","0","1","10238","12000","sedan","2","0","4","0"
"467","792276","3","1","30y+","high school","upper class","0.6420966705","1","after 2015","1","1","10238","12000","sedan","5","1","2","0"
"468","951251","2","0","0-9y","none","upper class","0.5628390018","1","before 2015","1","0","32765","10000","sedan","0","0","0","0"
"469","395570","2","0","0-9y","university","working class","0.386407082","0","before 2015","0","0","10238","16000","sedan","0","0","0","1"
"470","736323","1","0","0-9y","none","poverty","0.3361853252","0","before 2015","1","1","10238","9000","sedan","0","0","0","1"
"471","725583","2","1","20-29y","university","upper class","0.7367504567","1","before 2015","0","1","10238","15000","sedan","3","0","3","0"
"472","53552","1","1","10-19y","none","poverty","0.3376557381","0","before 2015","0","0","10238","","sedan","2","0","0","0"
"473","954412","0","1","0-9y","high school","poverty","0.326061548","0","before 2015","0","1","10238","10000","sedan","0","0","0","1"
"474","931629","1","1","0-9y","high school","working class","0.3976768545","0","before 2015","0","0","10238","12000","sedan","0","0","0","1"
"475","255230","3","1","10-19y","high school","upper class","0.5639397588","1","before 2015","0","1","10238","13000","sedan","2","1","1","0"
"476","31403","1","0","10-19y","high school","working class","0.4183694552","1","before 2015","1","0","10238","11000","sedan","1","0","1","0"
"477","136957","0","0","0-9y","university","middle class","0.6404242968","1","before 2015","1","1","10238","5000","sedan","0","0","0","1"
"478","58535","1","1","0-9y","university","middle class","0.4393528235","0","after 2015","1","1","10238","8000","sedan","0","0","0","1"
"479","750889","2","0","20-29y","high school","middle class","","1","before 2015","0","1","10238","12000","sedan","3","0","0","0"
"480","592584","1","0","10-19y","high school","middle class","0.5943032702","1","before 2015","1","1","10238","8000","sedan","0","0","1","0"
"481","263154","1","0","10-19y","high school","working class","0.5343435231","0","before 2015","0","0","10238","14000","sedan","0","0","0","1"
"482","842364","1","0","0-9y","university","middle class","0.6655749122","1","after 2015","0","0","10238","12000","sedan","0","0","0","0"
"483","687419","1","1","10-19y","university","upper class","0.6299704414","1","after 2015","1","1","10238","11000","sedan","1","1","2","0"
"484","529208","3","1","30y+","university","upper class","","1","before 2015","1","1","10238","9000","sedan","5","0","4","0"
"485","306684","0","0","0-9y","none","poverty","0.3733515893","1","before 2015","0","0","10238","12000","sedan","0","0","0","1"
"486","883009","1","1","10-19y","university","upper class","0.517103557","1","before 2015","1","1","10238","14000","sedan","2","1","3","0"
"487","74704","2","0","10-19y","university","upper class","0.6428821221","1","before 2015","0","0","10238","14000","sedan","0","0","1","0"
"488","872809","2","1","20-29y","university","upper class","","1","after 2015","1","1","32765","8000","sedan","7","1","3","0"
"489","142973","0","0","0-9y","high school","poverty","0.5973913733","0","before 2015","0","0","10238","16000","sedan","0","0","0","1"
"490","100513","3","1","0-9y","high school","upper class","0.6807929771","1","after 2015","1","1","10238","9000","sedan","0","0","0","0"
"491","984062","0","0","0-9y","high school","working class","0.5336007026","0","before 2015","0","0","10238","14000","sedan","0","0","0","1"
"492","538916","0","0","0-9y","high school","poverty","0.4151650938","1","before 2015","0","0","32765","13000","sedan","0","0","0","0"
"493","881409","3","1","30y+","university","upper class","0.4063253015","1","before 2015","0","1","10238","16000","sedan","6","1","1","0"
"494","967125","3","0","30y+","university","upper class","0.6553212691","1","before 2015","1","1","10238","10000","sedan","5","0","2","0"
"495","448918","2","0","0-9y","university","middle class","0.4968286503","1","before 2015","1","1","92101","","sedan","0","0","0","1"
"496","530396","0","0","0-9y","high school","middle class","0.4859557534","1","before 2015","0","0","10238","13000","sedan","0","0","0","1"
"497","157882","0","1","0-9y","university","working class","","1","before 2015","0","0","21217","14000","sedan","0","0","0","1"
"498","456215","1","1","0-9y","university","upper class","0.6523115255","0","after 2015","0","0","32765","14000","sedan","0","0","0","1"
"499","464357","3","1","20-29y","university","upper class","0.8326489564","0","before 2015","1","1","10238","10000","sports car","1","2","2","0"
"500","28229","0","1","0-9y","university","middle class","0.3054650663","1","before 2015","0","1","10238","13000","sedan","0","0","0","1"
"501","144989","1","0","10-19y","university","middle class","0.4022045366","0","before 2015","1","1","10238","","sedan","1","0","0","0"
"502","577557","1","1","10-19y","university","working class","0.4377852852","1","before 2015","0","0","10238","15000","sedan","1","0","1","0"
"503","29218","0","1","0-9y","none","poverty","0.515333459","0","before 2015","0","0","92101","12000","sedan","0","0","0","1"
"504","850080","2","0","20-29y","university","upper class","0.6941612294","1","after 2015","0","0","10238","13000","sedan","1","0","0","0"
"505","851438","1","1","10-19y","high school","working class","0.5002226512","0","before 2015","1","1","32765","9000","sedan","3","0","0","1"
"506","75241","1","0","10-19y","none","poverty","0.3908216889","1","before 2015","0","1","92101","10000","sedan","1","0","0","0"
"507","292051","1","0","10-19y","none","poverty","0.4743758463","1","before 2015","0","0","10238","15000","sedan","2","0","0","0"
"508","155114","0","1","0-9y","university","working class","0.4306990683","1","before 2015","1","1","10238","13000","sedan","0","0","0","1"
"509","786259","1","1","10-19y","high school","upper class","0.5581335429","1","before 2015","1","1","32765","9000","sedan","4","1","1","1"
"510","444073","0","1","0-9y","high school","working class","0.4723364782","1","after 2015","1","0","92101","15000","sedan","0","0","0","1"
"511","55182","1","0","10-19y","high school","working class","0.5178262961","1","after 2015","0","0","32765","10000","sedan","2","0","0","0"
"512","611274","1","1","10-19y","none","poverty","0.2410288502","1","before 2015","0","0","10238","11000","sedan","2","0","1","0"
"513","97079","2","1","20-29y","none","poverty","0.1658168281","0","before 2015","0","1","32765","9000","sedan","7","0","3","0"
"514","178185","1","0","0-9y","high school","working class","0.4436898162","0","before 2015","0","0","10238","14000","sedan","0","0","0","1"
"515","857849","2","0","20-29y","high school","upper class","0.6202129248","1","after 2015","1","1","10238","9000","sports car","1","0","2","0"
"516","26255","2","0","0-9y","university","upper class","0.641252644","1","before 2015","0","1","32765","10000","sedan","0","0","0","0"
"517","787417","0","1","0-9y","none","poverty","0.2742553244","0","before 2015","0","0","10238","16000","sedan","0","0","0","1"
"518","84677","2","0","20-29y","university","middle class","","1","before 2015","0","0","10238","14000","sedan","0","1","0","0"
"519","993623","0","1","0-9y","none","poverty","0.3994260118","1","before 2015","0","1","10238","9000","sedan","0","0","0","0"
"520","372474","2","0","20-29y","high school","upper class","0.4328346831","1","after 2015","1","0","10238","13000","sedan","1","0","0","0"
"521","106981","1","0","10-19y","university","middle class","0.3583071817","1","before 2015","1","1","92101","12000","sedan","0","0","1","0"
"522","649313","1","0","10-19y","university","upper class","","1","before 2015","1","1","10238","8000","sedan","1","0","2","0"
"523","220243","3","0","20-29y","university","upper class","0.7534863598","0","before 2015","1","1","10238","10000","sedan","1","0","2","0"
"524","784778","2","1","20-29y","university","upper class","0.4924970955","1","before 2015","1","1","32765","12000","sedan","7","1","2","0"
"525","885018","2","0","20-29y","high school","upper class","","1","after 2015","1","0","10238","12000","sedan","0","1","1","0"
"526","278151","1","1","10-19y","university","middle class","0.5892665943","1","before 2015","0","1","10238","16000","sedan","0","0","2","0"
"527","589915","1","1","0-9y","none","poverty","","0","before 2015","0","0","32765","15000","sedan","0","0","0","1"
"528","481388","0","1","0-9y","none","working class","0.3351782522","0","before 2015","0","1","10238","12000","sedan","0","0","0","1"
"529","827198","2","1","20-29y","university","upper class","0.6386684047","1","before 2015","1","1","32765","8000","sedan","6","0","3","0"
"530","55712","1","0","0-9y","high school","upper class","0.6423132058","0","before 2015","0","0","10238","14000","sedan","0","0","0","1"
"531","748080","1","0","10-19y","high school","upper class","0.7259387452","1","before 2015","0","0","32765","14000","sedan","1","1","0","0"
"532","877703","1","0","10-19y","high school","middle class","0.5250861267","1","before 2015","1","1","10238","14000","sedan","1","0","0","0"
"533","402240","3","1","0-9y","university","upper class","0.4153303917","0","after 2015","1","1","32765","10000","sedan","0","0","0","1"
"534","623818","2","1","20-29y","university","upper class","0.6711715088","1","before 2015","1","1","10238","","sedan","2","2","2","0"
"535","191449","0","0","0-9y","none","working class","0.4192746833","1","before 2015","0","1","10238","15000","sedan","0","0","0","1"
"536","304034","3","1","30y+","university","upper class","0.4543385633","1","after 2015","1","1","10238","12000","sedan","5","0","6","0"
"537","915799","2","1","20-29y","high school","middle class","0.4377567029","1","after 2015","1","1","10238","6000","sedan","3","1","8","0"
"538","788184","0","1","0-9y","university","middle class","","1","after 2015","1","1","92101","12000","sedan","0","0","0","0"
"539","580249","3","1","30y+","high school","upper class","0.5295651241","1","before 2015","1","1","10238","12000","sedan","3","1","4","0"
"540","166102","2","1","20-29y","high school","upper class","0.5264143768","1","before 2015","1","1","10238","12000","sedan","2","1","3","0"
"541","455260","1","0","10-19y","high school","working class","0.3703704548","1","before 2015","1","1","32765","9000","sedan","1","0","0","0"
"542","137502","2","1","20-29y","university","upper class","0.4930343475","0","after 2015","1","1","10238","10000","sedan","3","0","4","0"
"543","147076","0","0","0-9y","university","working class","0.3633869168","0","before 2015","0","1","10238","13000","sedan","0","0","0","1"
"544","447397","2","1","20-29y","university","upper class","0.5770224048","1","after 2015","0","0","10238","17000","sedan","1","0","0","0"
"545","968169","1","0","10-19y","high school","middle class","0.4184594365","0","before 2015","0","1","10238","12000","sedan","0","0","0","0"
"546","573424","1","0","10-19y","none","middle class","0.5612213429","1","before 2015","0","0","32765","12000","sedan","2","0","1","1"
"547","94746","0","1","0-9y","none","poverty","0.3329839493","0","before 2015","0","0","10238","15000","sedan","0","0","0","1"
"548","858153","2","1","20-29y","university","upper class","0.603204695","1","before 2015","1","1","10238","8000","sedan","1","0","1","0"
"549","658967","0","0","0-9y","university","working class","0.5649717967","1","after 2015","0","0","32765","14000","sedan","0","0","0","0"
"550","829242","2","1","10-19y","none","working class","0.4399253544","1","before 2015","1","1","10238","10000","sedan","2","0","3","0"
"551","897466","2","0","10-19y","university","upper class","","1","after 2015","1","0","32765","12000","sedan","3","0","1","0"
"552","57521","2","0","20-29y","university","upper class","0.3961106587","1","before 2015","1","0","10238","14000","sedan","0","1","0","0"
"553","389871","1","1","0-9y","university","upper class","0.5364485918","1","after 2015","1","1","10238","10000","sedan","0","0","0","0"
"554","766476","2","0","20-29y","high school","poverty","0.4283474493","0","before 2015","0","1","10238","14000","sedan","2","0","0","0"
"555","382122","2","1","20-29y","high school","middle class","","1","before 2015","1","1","10238","12000","sedan","3","1","5","0"
"556","37701","1","1","10-19y","high school","poverty","0.3502986756","0","before 2015","0","1","10238","13000","sedan","0","1","1","1"
"557","678182","0","1","0-9y","university","middle class","0.5508169075","0","before 2015","0","0","32765","11000","sedan","0","0","0","1"
"558","357428","2","0","10-19y","university","upper class","0.6161564595","1","after 2015","1","1","10238","8000","sports car","1","0","0","0"
"559","16345","0","1","0-9y","university","upper class","0.722598408","1","before 2015","0","0","32765","11000","sedan","0","0","0","1"
"560","380072","1","1","0-9y","none","working class","0.3661697993","1","before 2015","0","0","10238","14000","sedan","0","0","0","1"
"561","202978","1","1","10-19y","none","working class","0.5822851794","1","before 2015","0","0","10238","12000","sedan","0","0","4","0"
"562","444245","3","1","0-9y","university","upper class","0.6137584323","0","after 2015","1","1","10238","11000","sedan","0","0","0","0"
"563","836104","1","1","10-19y","high school","middle class","0.4595574011","1","before 2015","1","1","10238","","sedan","3","1","3","0"
"564","672478","1","1","10-19y","university","upper class","0.6023013846","1","before 2015","1","0","32765","11000","sedan","2","0","0","1"
"565","284939","3","0","30y+","university","upper class","0.6741638935","1","after 2015","1","1","10238","13000","sedan","3","0","5","0"
"566","753714","2","0","20-29y","university","upper class","","0","after 2015","1","1","10238","8000","sedan","1","2","1","0"
"567","385568","2","0","20-29y","none","middle class","0.5359217109","1","before 2015","1","1","32765","9000","sports car","3","0","1","0"
"568","769261","1","0","10-19y","high school","upper class","0.5689390308","1","after 2015","1","1","10238","9000","sedan","0","0","1","0"
"569","559890","2","0","0-9y","university","upper class","0.7666604792","1","before 2015","0","1","32765","11000","sedan","0","0","0","1"
"570","326316","2","0","20-29y","university","upper class","0.8147964341","1","after 2015","1","1","32765","8000","sedan","3","0","1","0"
"571","626735","0","0","0-9y","university","working class","","1","before 2015","0","0","32765","13000","sedan","0","0","0","0"
"572","574525","0","0","0-9y","high school","poverty","0.2397431027","0","before 2015","0","0","10238","19000","sedan","0","0","0","1"
"573","44924","2","1","10-19y","university","upper class","0.6619768318","1","after 2015","1","1","10238","8000","sedan","0","0","1","0"
"574","877892","2","0","0-9y","high school","upper class","0.7044732698","1","after 2015","0","1","10238","8000","sedan","0","0","0","0"
"575","790141","2","1","10-19y","university","middle class","0.4252740519","0","before 2015","0","0","10238","12000","sedan","2","0","0","1"
"576","892723","1","0","10-19y","university","upper class","0.4878230368","1","before 2015","1","1","32765","","sedan","4","2","0","0"
"577","236395","1","0","10-19y","none","poverty","0.2880436024","0","before 2015","0","1","10238","16000","sedan","1","0","1","0"
"578","856269","2","1","20-29y","university","middle class","0.4433163493","1","before 2015","1","1","92101","11000","sedan","2","0","2","0"
"579","840085","1","0","10-19y","high school","middle class","","0","before 2015","1","0","10238","11000","sedan","2","0","0","1"
"580","979902","0","0","0-9y","high school","poverty","0.4597597328","1","before 2015","0","0","10238","16000","sedan","0","0","0","0"
"581","486182","0","0","0-9y","high school","poverty","0.3893812088","0","before 2015","0","1","10238","","sedan","0","0","0","1"
"582","734217","3","1","30y+","university","upper class","0.5864390927","1","before 2015","1","1","10238","9000","sedan","3","2","5","0"
"583","103367","2","1","20-29y","none","middle class","0.5972652577","1","before 2015","1","1","10238","13000","sedan","4","1","2","0"
"584","946258","3","0","10-19y","university","upper class","0.6550240064","1","before 2015","1","1","10238","9000","sedan","1","0","2","0"
"585","108490","0","1","0-9y","none","poverty","0.4810954643","1","before 2015","0","0","10238","17000","sedan","0","0","0","1"
"586","35975","0","1","0-9y","university","middle class","0.4401334295","1","after 2015","0","0","10238","15000","sedan","0","0","0","0"
"587","286318","2","0","20-29y","university","middle class","0.5268062927","0","after 2015","1","0","10238","15000","sedan","0","0","3","0"
"588","333970","2","1","20-29y","university","middle class","0.5159345016","1","after 2015","0","1","10238","13000","sedan","0","0","2","0"
"589","145697","3","1","0-9y","university","upper class","0.3727413985","1","before 2015","1","1","32765","6000","sedan","0","0","0","1"
"590","819196","3","1","0-9y","none","middle class","0.6582223717","0","before 2015","1","1","32765","","sports car","0","0","0","1"
"591","826708","1","1","10-19y","university","upper class","0.5263058774","1","after 2015","0","0","10238","14000","sedan","3","0","0","0"
"592","334482","0","0","0-9y","none","working class","0.3987767872","0","before 2015","0","0","10238","15000","sedan","0","0","0","1"
"593","803266","1","0","0-9y","high school","upper class","0.7120225484","1","before 2015","0","0","32765","15000","sedan","0","0","0","1"
"594","636203","0","1","0-9y","university","working class","0.5101284382","1","after 2015","0","0","10238","","sedan","0","0","0","0"
"595","310760","0","1","0-9y","high school","poverty","","0","before 2015","0","0","32765","11000","sedan","0","0","0","1"
"596","19261","0","0","0-9y","high school","working class","0.324212857","1","before 2015","0","0","10238","11000","sedan","0","0","0","0"
"597","291075","2","1","20-29y","university","upper class","0.5261674021","1","before 2015","0","1","10238","12000","sports car","1","0","3","0"
"598","433426","0","0","0-9y","high school","working class","0.227867312","0","before 2015","0","0","10238","16000","sedan","0","0","0","1"
"599","289772","2","1","0-9y","none","working class","0.4296872807","1","before 2015","1","1","10238","10000","sedan","0","0","0","0"
"600","927179","2","0","10-19y","none","poverty","0.3276112233","0","before 2015","0","1","10238","13000","sedan","0","1","0","1"
"601","976974","0","0","0-9y","high school","middle class","0.5163833193","1","before 2015","1","0","32765","6000","sedan","0","0","0","0"
"602","615312","1","0","10-19y","high school","upper class","0.6675115716","1","before 2015","0","1","10238","10000","sedan","0","0","1","0"
"603","456321","2","0","0-9y","none","poverty","0.4177257583","0","before 2015","0","1","10238","9000","sedan","0","0","0","1"
"604","856856","0","0","0-9y","high school","middle class","0.5103623811","1","before 2015","0","1","10238","","sedan","0","0","0","1"
"605","775","3","0","30y+","university","upper class","0.711753228","1","before 2015","1","1","10238","10000","sedan","2","0","0","0"
"606","620196","2","1","20-29y","high school","upper class","0.6018666158","1","before 2015","1","1","10238","9000","sedan","1","0","3","0"
"607","510560","1","0","10-19y","none","working class","0.4092884351","1","before 2015","0","0","10238","13000","sedan","1","0","0","0"
"608","631945","3","1","10-19y","university","upper class","0.7184007432","1","after 2015","1","1","10238","8000","sedan","2","0","1","0"
